timestamp,resource_id,cpu_pct,memory_pct,network_pct,disk_pct,request_cpu_pct,request_memory_pct
2026-06-15T06:00:00,ecs-prod-web-01,50.09,54.8,28.3,37.31,61.92,67.03
2026-06-15T12:00:00,ecs-prod-web-01,57.65,68.74,35.83,47.25,74.14,80.69
2026-06-15T18:00:00,ecs-prod-web-01,57.32,65.37,33.16,47.79,74.65,78.3
2026-06-16T00:00:00,ecs-prod-web-01,49.47,49.52,31.97,37.35,62.23,65.75
2026-06-16T06:00:00,ecs-prod-web-01,47.84,57.98,33.1,36.66,63.46,64.78
2026-06-16T12:00:00,ecs-prod-web-01,55.29,69.68,37.08,43.99,77.3,79.11
2026-06-16T18:00:00,ecs-prod-web-01,56.96,62.29,36.15,43.87,74.36,79.87
2026-06-17T00:00:00,ecs-prod-web-01,47.4,51.82,30.72,40.16,62.2,66.83
2026-06-17T06:00:00,ecs-prod-web-01,50.29,55.83,31.44,36.52,64.89,65.21
2026-06-17T12:00:00,ecs-prod-web-01,60.56,67.96,37.74,48.97,75.43,78.17
2026-06-17T18:00:00,ecs-prod-web-01,54.79,64.94,34.48,46.05,72.66,78.98
2026-06-18T00:00:00,ecs-prod-web-01,49.97,56.72,29.0,40.39,60.74,66.55
2026-06-18T06:00:00,ecs-prod-web-01,45.52,58.44,28.11,42.24,62.14,65.74
2026-06-18T12:00:00,ecs-prod-web-01,54.84,62.55,38.63,47.68,74.35,79.26
2026-06-18T18:00:00,ecs-prod-web-01,58.25,62.79,33.34,43.86,74.65,79.21
2026-06-19T00:00:00,ecs-prod-web-01,46.26,51.56,30.68,36.94,63.81,64.36
2026-06-19T06:00:00,ecs-prod-web-01,52.22,55.52,32.32,36.4,62.73,67.62
2026-06-19T12:00:00,ecs-prod-web-01,57.95,68.68,37.04,43.43,76.18,80.24
2026-06-19T18:00:00,ecs-prod-web-01,56.76,64.01,34.66,41.77,73.23,76.05
2026-06-20T00:00:00,ecs-prod-web-01,47.04,55.35,30.26,36.08,63.86,64.96
2026-06-20T06:00:00,ecs-prod-web-01,49.53,55.24,33.4,39.79,63.85,65.82
2026-06-20T12:00:00,ecs-prod-web-01,50.1,51.74,29.2,37.27,62.39,65.55
2026-06-20T18:00:00,ecs-prod-web-01,47.79,54.03,28.75,36.99,59.42,63.49
2026-06-21T00:00:00,ecs-prod-web-01,51.15,53.37,28.09,38.03,63.3,65.36
2026-06-21T06:00:00,ecs-prod-web-01,47.98,54.29,33.68,37.85,63.21,68.5
2026-06-21T12:00:00,ecs-prod-web-01,51.86,54.89,28.67,38.08,62.81,66.73
2026-06-21T18:00:00,ecs-prod-web-01,49.74,51.18,29.69,37.65,62.53,62.95
2026-06-22T00:00:00,ecs-prod-web-01,50.38,57.67,32.67,40.27,63.15,65.55
2026-06-22T06:00:00,ecs-prod-web-01,45.61,51.62,32.67,39.2,61.83,66.0
2026-06-22T12:00:00,ecs-prod-web-01,57.49,60.88,37.06,44.43,73.2,77.15
2026-06-22T18:00:00,ecs-prod-web-01,52.38,62.48,32.59,41.23,73.65,75.79
2026-06-23T00:00:00,ecs-prod-web-01,45.75,54.38,29.1,36.82,62.09,64.9
2026-06-23T06:00:00,ecs-prod-web-01,48.98,57.62,30.35,39.13,62.68,65.2
2026-06-23T12:00:00,ecs-prod-web-01,54.6,64.85,35.19,47.8,75.67,80.42
2026-06-23T18:00:00,ecs-prod-web-01,52.51,65.97,32.71,46.22,74.31,77.9
2026-06-24T00:00:00,ecs-prod-web-01,47.07,57.19,28.01,39.58,63.54,67.47
2026-06-24T06:00:00,ecs-prod-web-01,47.92,53.86,27.81,40.56,62.47,68.31
2026-06-24T12:00:00,ecs-prod-web-01,52.97,62.22,34.48,45.33,75.17,77.73
2026-06-24T18:00:00,ecs-prod-web-01,56.21,63.96,32.69,43.1,71.84,75.48
2026-06-25T00:00:00,ecs-prod-web-01,51.44,54.94,32.35,42.02,61.6,66.27
2026-06-25T06:00:00,ecs-prod-web-01,51.3,57.21,27.84,41.08,62.0,67.7
2026-06-25T12:00:00,ecs-prod-web-01,53.85,60.42,34.5,43.66,74.92,79.02
2026-06-25T18:00:00,ecs-prod-web-01,57.18,62.4,31.04,40.96,71.9,74.39
2026-06-26T00:00:00,ecs-prod-web-01,46.43,51.3,31.19,39.57,65.24,65.43
2026-06-26T06:00:00,ecs-prod-web-01,51.02,54.49,29.41,36.4,61.3,67.81
2026-06-26T12:00:00,ecs-prod-web-01,57.83,67.33,36.6,43.13,71.65,76.34
2026-06-26T18:00:00,ecs-prod-web-01,53.58,60.69,34.89,45.17,73.41,74.0
2026-06-27T00:00:00,ecs-prod-web-01,46.93,52.23,30.22,40.51,63.88,67.74
2026-06-27T06:00:00,ecs-prod-web-01,51.45,58.27,27.62,39.46,62.57,64.18
2026-06-27T12:00:00,ecs-prod-web-01,44.2,55.32,27.31,37.42,59.9,64.73
2026-06-27T18:00:00,ecs-prod-web-01,48.59,52.2,27.34,34.86,58.99,62.0
2026-06-28T00:00:00,ecs-prod-web-01,48.71,58.96,30.47,37.71,63.37,67.13
2026-06-28T06:00:00,ecs-prod-web-01,50.21,55.87,26.79,39.6,62.87,67.36
2026-06-28T12:00:00,ecs-prod-web-01,44.56,48.69,28.4,33.99,61.12,63.54
2026-06-28T18:00:00,ecs-prod-web-01,48.19,52.51,28.35,37.52,58.35,63.82
2026-06-29T00:00:00,ecs-prod-web-01,45.03,58.75,27.96,37.02,63.62,67.81
2026-06-29T06:00:00,ecs-prod-web-01,50.99,50.23,29.65,38.66,63.86,67.34
2026-06-29T12:00:00,ecs-prod-web-01,57.44,60.21,31.47,40.8,70.97,78.09
2026-06-29T18:00:00,ecs-prod-web-01,50.08,59.72,30.86,44.14,70.45,74.86
2026-06-30T00:00:00,ecs-prod-web-01,49.82,52.64,30.14,37.32,61.68,68.28
2026-06-30T06:00:00,ecs-prod-web-01,47.87,56.85,27.74,35.15,60.81,64.36
2026-06-30T12:00:00,ecs-prod-web-01,51.29,66.3,32.22,45.97,73.28,76.16
2026-06-30T18:00:00,ecs-prod-web-01,55.75,59.08,34.68,45.03,72.4,76.77
2026-06-01T00:00:00,ecs-prod-web-02,14.5,26.01,14.59,13.81,48.46,52.91
2026-06-01T06:00:00,ecs-prod-web-02,17.5,26.08,12.93,17.01,45.52,55.14
2026-06-01T12:00:00,ecs-prod-web-02,18.02,27.43,16.29,21.42,58.29,66.29
2026-06-01T18:00:00,ecs-prod-web-02,21.06,29.39,18.84,24.8,60.04,66.19
2026-06-02T00:00:00,ecs-prod-web-02,12.83,19.47,14.21,18.47,47.19,53.34
2026-06-02T06:00:00,ecs-prod-web-02,12.49,26.86,12.86,17.59,48.2,55.36
2026-06-02T12:00:00,ecs-prod-web-02,17.59,27.22,18.61,20.4,59.28,66.59
2026-06-02T18:00:00,ecs-prod-web-02,20.85,29.02,22.13,24.68,61.51,68.46
2026-06-03T00:00:00,ecs-prod-web-02,14.76,23.91,15.42,14.79,48.2,54.15
2026-06-03T06:00:00,ecs-prod-web-02,14.97,25.14,14.88,16.74,47.92,54.54
2026-06-03T12:00:00,ecs-prod-web-02,20.07,32.66,17.89,22.33,61.2,65.4
2026-06-03T18:00:00,ecs-prod-web-02,24.77,33.52,22.06,20.69,59.42,70.42
2026-06-04T00:00:00,ecs-prod-web-02,16.08,24.47,11.58,18.05,48.3,53.91
2026-06-04T06:00:00,ecs-prod-web-02,19.01,20.2,11.07,17.98,47.99,55.69
2026-06-04T12:00:00,ecs-prod-web-02,19.56,32.45,19.29,18.74,61.21,67.28
2026-06-04T18:00:00,ecs-prod-web-02,20.74,30.54,20.96,20.28,61.51,69.61
2026-06-05T00:00:00,ecs-prod-web-02,12.35,25.14,12.04,14.61,45.67,53.75
2026-06-05T06:00:00,ecs-prod-web-02,14.05,25.55,11.66,15.42,48.8,55.56
2026-06-05T12:00:00,ecs-prod-web-02,20.18,30.16,21.79,18.99,61.05,66.7
2026-06-05T18:00:00,ecs-prod-web-02,22.3,30.3,17.65,23.21,61.05,68.54
2026-06-06T00:00:00,ecs-prod-web-02,17.79,24.41,12.33,12.58,47.94,52.21
2026-06-06T06:00:00,ecs-prod-web-02,18.03,22.65,15.33,14.19,48.9,53.57
2026-06-06T12:00:00,ecs-prod-web-02,16.98,24.6,16.81,17.0,50.51,57.98
2026-06-06T18:00:00,ecs-prod-web-02,23.08,25.3,14.56,17.02,51.68,58.33
2026-06-07T00:00:00,ecs-prod-web-02,12.71,26.86,14.12,14.69,49.11,55.59
2026-06-07T06:00:00,ecs-prod-web-02,15.48,27.51,13.89,15.2,47.28,56.14
2026-06-07T12:00:00,ecs-prod-web-02,16.87,23.38,14.42,20.29,50.4,55.08
2026-06-07T18:00:00,ecs-prod-web-02,21.87,27.44,15.33,21.43,50.32,58.24
2026-06-08T00:00:00,ecs-prod-web-02,13.87,26.01,15.64,13.59,49.5,55.81
2026-06-08T06:00:00,ecs-prod-web-02,17.58,21.14,16.77,18.51,48.07,53.6
2026-06-08T12:00:00,ecs-prod-web-02,24.67,30.04,19.5,23.41,58.95,69.09
2026-06-08T18:00:00,ecs-prod-web-02,21.71,34.01,22.9,24.0,60.38,68.25
2026-06-09T00:00:00,ecs-prod-web-02,18.91,20.38,12.08,14.42,46.72,53.81
2026-06-09T06:00:00,ecs-prod-web-02,19.38,21.23,13.21,16.54,49.83,55.22
2026-06-09T12:00:00,ecs-prod-web-02,21.44,34.64,18.44,22.14,61.86,68.71
2026-06-09T18:00:00,ecs-prod-web-02,25.55,33.44,19.41,23.16,61.55,68.17
2026-06-10T00:00:00,ecs-prod-web-02,17.66,22.88,16.37,15.45,47.2,54.09
2026-06-10T06:00:00,ecs-prod-web-02,14.53,25.86,18.11,20.08,50.26,57.0
2026-06-10T12:00:00,ecs-prod-web-02,23.91,32.7,17.91,21.62,61.71,68.99
2026-06-10T18:00:00,ecs-prod-web-02,18.77,29.55,21.18,22.66,61.18,68.54
2026-06-11T00:00:00,ecs-prod-web-02,19.72,22.18,14.89,14.08,48.78,52.57
2026-06-11T06:00:00,ecs-prod-web-02,15.9,27.34,13.65,20.27,51.96,54.36
2026-06-11T12:00:00,ecs-prod-web-02,25.4,34.38,18.48,22.23,62.88,68.31
2026-06-11T18:00:00,ecs-prod-web-02,19.79,28.54,22.93,20.4,60.66,68.97
2026-06-12T00:00:00,ecs-prod-web-02,18.51,24.41,11.93,16.58,50.41,56.61
2026-06-12T06:00:00,ecs-prod-web-02,18.56,22.22,13.77,18.86,50.49,56.27
2026-06-12T12:00:00,ecs-prod-web-02,25.13,36.2,21.02,23.89,62.4,68.82
2026-06-12T18:00:00,ecs-prod-web-02,22.08,28.98,19.55,20.49,62.15,68.45
2026-06-13T00:00:00,ecs-prod-web-02,18.3,25.73,14.75,19.09,50.22,56.86
2026-06-13T06:00:00,ecs-prod-web-02,15.81,29.08,17.39,16.9,51.48,55.59
2026-06-13T12:00:00,ecs-prod-web-02,22.72,26.67,17.22,21.31,50.5,58.84
2026-06-13T18:00:00,ecs-prod-web-02,15.06,27.65,15.23,18.89,52.73,58.54
2026-06-14T00:00:00,ecs-prod-web-02,17.57,27.76,13.41,16.2,49.7,53.88
2026-06-14T06:00:00,ecs-prod-web-02,18.01,24.97,17.81,17.92,52.0,57.18
2026-06-14T12:00:00,ecs-prod-web-02,18.58,25.59,15.12,16.85,50.02,59.16
2026-06-14T18:00:00,ecs-prod-web-02,22.14,22.73,14.89,18.65,50.57,57.3
2026-06-15T00:00:00,ecs-prod-web-02,18.63,25.95,15.3,15.26,48.63,55.26
2026-06-15T06:00:00,ecs-prod-web-02,19.56,26.52,18.55,21.26,51.33,59.39
2026-06-15T12:00:00,ecs-prod-web-02,22.86,30.3,20.72,22.52,62.6,70.83
2026-06-15T18:00:00,ecs-prod-web-02,22.59,33.98,19.66,22.25,58.84,67.73
2026-06-16T00:00:00,ecs-prod-web-02,15.33,28.7,17.03,17.54,51.69,56.0
2026-06-16T06:00:00,ecs-prod-web-02,16.64,29.23,14.59,20.0,52.11,57.22
2026-06-16T12:00:00,ecs-prod-web-02,20.78,30.04,23.48,24.16,63.28,70.94
2026-06-16T18:00:00,ecs-prod-web-02,21.92,28.51,17.84,19.73,59.36,69.35
2026-06-17T00:00:00,ecs-prod-web-02,21.31,22.36,14.74,19.61,50.37,56.36
2026-06-17T06:00:00,ecs-prod-web-02,17.23,26.19,17.56,20.81,52.64,58.17
2026-06-17T12:00:00,ecs-prod-web-02,22.11,33.27,17.99,25.97,60.66,70.44
2026-06-17T18:00:00,ecs-prod-web-02,22.19,27.14,17.04,19.85,60.02,66.93
2026-06-18T00:00:00,ecs-prod-web-02,16.51,26.3,18.54,18.39,51.6,57.73
2026-06-18T06:00:00,ecs-prod-web-02,21.27,29.61,15.15,19.73,52.55,58.5
2026-06-18T12:00:00,ecs-prod-web-02,20.84,31.5,22.44,22.35,60.18,69.14
2026-06-18T18:00:00,ecs-prod-web-02,21.43,30.1,20.54,22.24,58.45,65.39
2026-06-19T00:00:00,ecs-prod-web-02,17.47,28.69,16.39,21.12,51.92,56.26
2026-06-19T06:00:00,ecs-prod-web-02,20.56,31.0,20.24,22.55,52.16,59.59
2026-06-19T12:00:00,ecs-prod-web-02,25.76,30.65,22.59,23.32,62.99,67.37
2026-06-19T18:00:00,ecs-prod-web-02,21.17,30.25,18.82,23.64,60.95,68.21
2026-06-20T00:00:00,ecs-prod-web-02,22.24,27.0,14.86,18.24,49.37,55.89
2026-06-20T06:00:00,ecs-prod-web-02,16.82,24.93,16.44,22.29,51.57,58.5
2026-06-20T12:00:00,ecs-prod-web-02,18.49,23.19,18.55,17.37,51.75,56.77
2026-06-20T18:00:00,ecs-prod-web-02,20.58,27.85,12.44,15.96,48.74,54.86
2026-06-21T00:00:00,ecs-prod-web-02,21.7,27.72,14.56,21.09,50.23,58.39
2026-06-21T06:00:00,ecs-prod-web-02,18.39,28.01,17.09,17.5,50.41,59.74
2026-06-21T12:00:00,ecs-prod-web-02,18.03,28.69,15.54,21.26,49.19,58.17
2026-06-21T18:00:00,ecs-prod-web-02,18.51,26.13,12.55,15.68,48.1,54.74
2026-06-22T00:00:00,ecs-prod-web-02,21.21,24.9,16.0,16.55,52.72,57.99
2026-06-22T06:00:00,ecs-prod-web-02,19.13,24.97,17.4,21.02,51.92,57.96
2026-06-22T12:00:00,ecs-prod-web-02,22.42,31.5,19.61,24.54,61.78,66.69
2026-06-22T18:00:00,ecs-prod-web-02,19.5,32.66,17.68,23.04,57.9,66.41
2026-06-23T00:00:00,ecs-prod-web-02,17.43,25.84,18.42,21.62,50.69,58.83
2026-06-23T06:00:00,ecs-prod-web-02,18.65,30.43,16.03,19.53,52.5,59.18
2026-06-23T12:00:00,ecs-prod-web-02,17.29,32.18,17.75,19.39,59.54,66.12
2026-06-23T18:00:00,ecs-prod-web-02,15.76,32.69,14.24,17.77,56.54,64.55
2026-06-24T00:00:00,ecs-prod-web-02,19.12,27.2,17.58,19.15,52.45,57.73
2026-06-24T06:00:00,ecs-prod-web-02,19.01,28.29,16.02,17.01,52.3,57.88
2026-06-24T12:00:00,ecs-prod-web-02,21.79,29.05,17.0,19.19,57.87,69.2
2026-06-24T18:00:00,ecs-prod-web-02,22.89,28.41,19.06,19.44,58.33,65.91
2026-06-25T00:00:00,ecs-prod-web-02,23.21,28.14,15.12,19.37,53.49,57.14
2026-06-25T06:00:00,ecs-prod-web-02,18.23,24.94,17.12,17.9,49.3,58.54
2026-06-25T12:00:00,ecs-prod-web-02,23.3,29.73,17.01,22.38,59.89,67.61
2026-06-25T18:00:00,ecs-prod-web-02,17.95,25.72,17.98,20.85,58.82,67.03
2026-06-26T00:00:00,ecs-prod-web-02,21.93,30.34,16.88,22.69,51.73,58.6
2026-06-26T06:00:00,ecs-prod-web-02,21.42,23.08,14.92,21.13,49.06,58.57
2026-06-26T12:00:00,ecs-prod-web-02,24.26,31.45,16.1,18.31,58.87,65.89
2026-06-26T18:00:00,ecs-prod-web-02,19.46,27.29,18.8,19.09,56.83,64.77
2026-06-27T00:00:00,ecs-prod-web-02,20.65,27.29,18.05,22.68,51.65,57.56
2026-06-27T06:00:00,ecs-prod-web-02,19.87,22.64,16.98,16.3,48.81,55.87
2026-06-27T12:00:00,ecs-prod-web-02,13.34,22.1,17.54,19.82,49.76,55.47
2026-06-27T18:00:00,ecs-prod-web-02,11.91,26.34,15.6,14.98,48.7,52.63
2026-06-28T00:00:00,ecs-prod-web-02,18.51,29.12,17.27,18.42,53.58,56.24
2026-06-28T06:00:00,ecs-prod-web-02,16.82,30.14,17.48,20.5,48.57,57.97
2026-06-28T12:00:00,ecs-prod-web-02,18.32,25.54,17.09,16.05,48.99,55.67
2026-06-28T18:00:00,ecs-prod-web-02,17.34,23.25,11.01,13.24,48.71,51.86
2026-06-29T00:00:00,ecs-prod-web-02,16.46,29.81,19.57,21.82,51.62,55.84
2026-06-29T06:00:00,ecs-prod-web-02,19.9,29.76,18.0,20.61,49.77,54.72
2026-06-29T12:00:00,ecs-prod-web-02,20.92,29.6,19.74,20.12,59.07,66.2
2026-06-29T18:00:00,ecs-prod-web-02,20.8,26.31,14.12,17.52,58.28,64.37
2026-06-30T00:00:00,ecs-prod-web-02,19.15,30.17,14.94,19.86,53.02,56.49
2026-06-30T06:00:00,ecs-prod-web-02,15.68,26.61,13.76,19.1,51.8,56.31
2026-06-30T12:00:00,ecs-prod-web-02,21.87,27.04,18.37,21.17,58.34,65.49
2026-06-30T18:00:00,ecs-prod-web-02,20.78,25.4,13.27,19.79,55.96,66.26
2026-06-01T00:00:00,cce-prod-node-a,18.19,29.59,12.51,20.27,62.65,62.96
2026-06-01T06:00:00,cce-prod-node-a,17.93,28.18,11.86,20.61,62.17,61.25
2026-06-01T12:00:00,cce-prod-node-a,22.15,35.19,18.68,27.38,75.03,77.96
2026-06-01T18:00:00,cce-prod-node-a,27.27,39.27,19.09,28.61,74.75,77.96
2026-06-02T00:00:00,cce-prod-node-a,22.85,31.64,17.11,19.46,62.77,62.65
2026-06-02T06:00:00,cce-prod-node-a,21.4,31.28,11.38,21.51,62.01,64.79
2026-06-02T12:00:00,cce-prod-node-a,28.67,36.69,18.21,27.13,75.32,76.47
2026-06-02T18:00:00,cce-prod-node-a,25.57,35.06,18.31,24.94,78.29,78.25
2026-06-03T00:00:00,cce-prod-node-a,22.62,28.12,11.78,16.57,59.23,61.57
2026-06-03T06:00:00,cce-prod-node-a,21.83,29.66,15.54,22.4,63.23,62.52
2026-06-03T12:00:00,cce-prod-node-a,25.43,37.89,16.63,23.89,76.64,76.45
2026-06-03T18:00:00,cce-prod-node-a,26.33,41.51,19.73,25.28,78.03,80.45
2026-06-04T00:00:00,cce-prod-node-a,17.12,28.66,14.2,16.83,60.82,61.97
2026-06-04T06:00:00,cce-prod-node-a,21.62,29.85,16.72,18.67,59.83,64.61
2026-06-04T12:00:00,cce-prod-node-a,23.64,35.38,22.42,25.05,75.82,77.72
2026-06-04T18:00:00,cce-prod-node-a,23.94,38.1,20.51,27.1,78.62,79.21
2026-06-05T00:00:00,cce-prod-node-a,16.5,28.94,15.48,22.1,59.03,62.95
2026-06-05T06:00:00,cce-prod-node-a,20.6,29.21,15.15,18.31,61.13,62.08
2026-06-05T12:00:00,cce-prod-node-a,28.79,36.08,22.81,25.06,77.15,80.08
2026-06-05T18:00:00,cce-prod-node-a,31.18,42.15,24.35,27.66,76.35,78.79
2026-06-06T00:00:00,cce-prod-node-a,15.58,29.46,12.03,18.42,59.11,63.43
2026-06-06T06:00:00,cce-prod-node-a,19.4,33.43,16.52,18.27,63.98,62.52
2026-06-06T12:00:00,cce-prod-node-a,22.47,30.71,19.83,20.23,64.54,64.45
2026-06-06T18:00:00,cce-prod-node-a,26.91,36.03,18.05,21.04,65.16,65.45
2026-06-07T00:00:00,cce-prod-node-a,17.47,28.0,14.0,18.27,60.96,61.89
2026-06-07T06:00:00,cce-prod-node-a,23.02,32.23,14.16,22.31,60.96,63.65
2026-06-07T12:00:00,cce-prod-node-a,22.88,31.96,17.06,25.09,63.44,64.93
2026-06-07T18:00:00,cce-prod-node-a,27.61,31.6,15.68,23.94,66.55,68.57
2026-06-08T00:00:00,cce-prod-node-a,19.3,27.83,11.36,17.58,59.48,63.75
2026-06-08T06:00:00,cce-prod-node-a,24.27,28.33,14.48,23.27,64.45,64.2
2026-06-08T12:00:00,cce-prod-node-a,25.65,35.13,22.54,29.41,75.59,77.42
2026-06-08T18:00:00,cce-prod-node-a,31.77,41.59,18.67,28.74,77.96,78.56
2026-06-09T00:00:00,cce-prod-node-a,20.01,27.25,17.11,20.42,60.45,62.07
2026-06-09T06:00:00,cce-prod-node-a,25.47,30.29,17.58,22.41,63.39,65.96
2026-06-09T12:00:00,cce-prod-node-a,27.86,40.16,23.05,27.77,77.68,77.54
2026-06-09T18:00:00,cce-prod-node-a,30.87,37.4,23.98,28.49,78.31,78.03
2026-06-10T00:00:00,cce-prod-node-a,23.77,30.46,15.1,21.31,62.14,62.28
2026-06-10T06:00:00,cce-prod-node-a,18.67,28.94,14.85,23.54,63.96,65.0
2026-06-10T12:00:00,cce-prod-node-a,26.9,35.6,23.7,27.83,78.04,78.92
2026-06-10T18:00:00,cce-prod-node-a,28.15,37.27,19.06,26.53,76.15,80.4
2026-06-11T00:00:00,cce-prod-node-a,18.84,30.45,15.83,21.73,60.09,64.65
2026-06-11T06:00:00,cce-prod-node-a,18.74,27.64,14.68,22.26,63.23,65.97
2026-06-11T12:00:00,cce-prod-node-a,25.63,36.95,19.57,26.46,78.65,79.26
2026-06-11T18:00:00,cce-prod-node-a,31.22,37.61,18.55,25.54,77.02,81.68
2026-06-12T00:00:00,cce-prod-node-a,17.84,28.88,13.94,20.68,61.42,63.52
2026-06-12T06:00:00,cce-prod-node-a,18.92,27.86,19.74,20.5,65.16,64.01
2026-06-12T12:00:00,cce-prod-node-a,25.68,38.39,24.12,29.17,77.31,78.02
2026-06-12T18:00:00,cce-prod-node-a,27.63,37.97,22.4,27.39,77.85,79.86
2026-06-13T00:00:00,cce-prod-node-a,24.03,30.28,18.18,19.88,63.16,65.89
2026-06-13T06:00:00,cce-prod-node-a,23.56,29.49,14.91,21.83,64.47,66.42
